"";"ICD-10-PCS";"ICD-10-PCS-label";"ICD-10-PCS-category";"Classification"
"73";"03160ZD";"Bypass Left Axillary Artery to Upper Arm Vein, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"74";"031B0JF";"Bypass R Radial Art to Low Arm Vein w Synth Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"75";"03160ZF";"Bypass Left Axillary Artery to Lower Arm Vein, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"76";"031B0KF";"Bypass R Radial Art to Low Arm Vein w Nonaut Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"77";"03160ZV";"Bypass Left Axillary Artery to Sup Vena Cava, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"78";"031B0ZF";"Bypass Right Radial Artery to Lower Arm Vein, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"79";"03160ZW";"Bypass Left Axillary Artery to Low Extrem Vn, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"80";"031B3ZF";"Bypass Right Radial Artery to Lower Arm Vein, Perc Approach";"Peripheral vascular bypass";"DIALY2P"
"81";"031709D";"Bypass R Brach Art to Up Arm Vein w Autol Vn, Open";"Peripheral vascular bypass";"DIALY2P"
"82";"031C09F";"Bypass L Radial Art to Low Arm Vein w Autol Vn, Open";"Peripheral vascular bypass";"DIALY2P"
"83";"031709F";"Bypass R Brach Art to Low Arm Vein w Autol Vn, Open";"Peripheral vascular bypass";"DIALY2P"
"84";"031C0AF";"Bypass L Radial Art to Low Arm Vein w Autol Art, Open";"Peripheral vascular bypass";"DIALY2P"
"85";"031709V";"Bypass R Brach Art to Sup Vena Cava w Autol Vn, Open";"Peripheral vascular bypass";"DIALY2P"
"86";"031C0JF";"Bypass L Radial Art to Low Arm Vein w Synth Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"87";"031709W";"Bypass R Brach Art to Low Extrem Vn w Autol Vn, Open";"Peripheral vascular bypass";"DIALY2P"
"88";"031C0KF";"Bypass L Radial Art to Low Arm Vein w Nonaut Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"89";"03170AD";"Bypass R Brach Art to Up Arm Vein w Autol Art, Open";"Peripheral vascular bypass";"DIALY2P"
"90";"031C0ZF";"Bypass Left Radial Artery to Lower Arm Vein, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"91";"03170AF";"Bypass R Brach Art to Low Arm Vein w Autol Art, Open";"Peripheral vascular bypass";"DIALY2P"
"92";"031C3ZF";"Bypass Left Radial Artery to Lower Arm Vein, Perc Approach";"Peripheral vascular bypass";"DIALY2P"
"93";"03170AV";"Bypass R Brach Art to Sup Vena Cava w Autol Art, Open";"Peripheral vascular bypass";"DIALY2P"
"94";"041K09S";"Bypass R Fem Art to Low Ex Vein with Autol Vn, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"95";"03170AW";"Bypass R Brach Art to Low Extrem Vn w Autol Art, Open";"Peripheral vascular bypass";"DIALY2P"
"96";"041K0AS";"Bypass R Fem Art to Low Ex Vein w Autol Art, Open";"Peripheral vascular bypass";"DIALY2P"
"97";"03170JD";"Bypass R Brach Art to Up Arm Vein w Synth Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"98";"041K0JS";"Bypass R Fem Art to Low Ex Vein w Synth Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"99";"03170JF";"Bypass R Brach Art to Low Arm Vein w Synth Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"100";"041K0KS";"Bypass R Fem Art to Low Ex Vein w Nonaut Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"101";"03170JV";"Bypass R Brach Art to Sup Vena Cava w Synth Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"102";"041K0ZS";"Bypass Right Femoral Artery to Low Ex Vein, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"103";"03170JW";"Bypass R Brach Art to Low Extrem Vn w Synth Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"104";"041K3JS";"Bypass R Fem Art to Low Ex Vein w Synth Sub, Perc";"Peripheral vascular bypass";"DIALY2P"
"105";"03170KD";"Bypass R Brach Art to Up Arm Vein w Nonaut Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"106";"041L09S";"Bypass L Fem Art to Low Ex Vein with Autol Vn, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"107";"03170KF";"Bypass R Brach Art to Low Arm Vein w Nonaut Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"108";"041L0AS";"Bypass L Fem Art to Low Ex Vein w Autol Art, Open";"Peripheral vascular bypass";"DIALY2P"
"109";"03170KV";"Bypass R Brach Art to Sup Vena Cava w Nonaut Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"110";"041L0JS";"Bypass L Fem Art to Low Ex Vein w Synth Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"111";"03170KW";"Bypass R Brach Art to Low Extrem Vn w Nonaut Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"112";"041L0KS";"Bypass L Fem Art to Low Ex Vein w Nonaut Sub, Open";"Peripheral vascular bypass";"DIALY2P"
"113";"03170ZD";"Bypass Right Brachial Artery to Up Arm Vein, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"114";"041L0ZS";"Bypass Left Femoral Artery to Low Ex Vein, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"115";"03170ZF";"Bypass Right Brachial Artery to Low Arm Vein, Open Approach";"Peripheral vascular bypass";"DIALY2P"
"116";"041L3JS";"Bypass L Fem Art to Low Ex Vein w Synth Sub, Perc";"Peripheral vascular bypass";"DIALY2P"
"117";"0Y620ZZ";"Detachment at Right Hindquarter, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"118";"0Y6M0Z5";"Detachment at Right Foot, Complete 2nd Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"119";"0Y630ZZ";"Detachment at Left Hindquarter, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"120";"0Y6M0Z6";"Detachment at Right Foot, Complete 3rd Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"121";"0Y640ZZ";"Detachment at Bilateral Hindquarter, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"122";"0Y6M0Z7";"Detachment at Right Foot, Complete 4th Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"123";"0Y670ZZ";"Detachment at Right Femoral Region, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"124";"0Y6M0Z8";"Detachment at Right Foot, Complete 5th Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"125";"0Y680ZZ";"Detachment at Left Femoral Region, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"126";"0Y6M0Z9";"Detachment at Right Foot, Partial 1st Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"127";"0Y6C0Z1";"Detachment at Right Upper Leg, High, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"128";"0Y6M0ZB";"Detachment at Right Foot, Partial 2nd Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"129";"0Y6C0Z2";"Detachment at Right Upper Leg, Mid, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"130";"0Y6M0ZC";"Detachment at Right Foot, Partial 3rd Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"131";"0Y6C0Z3";"Detachment at Right Upper Leg, Low, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"132";"0Y6M0ZD";"Detachment at Right Foot, Partial 4th Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"133";"0Y6D0Z1";"Detachment at Left Upper Leg, High, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"134";"0Y6M0ZF";"Detachment at Right Foot, Partial 5th Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"135";"0Y6D0Z2";"Detachment at Left Upper Leg, Mid, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"136";"0Y6N0Z0";"Detachment at Left Foot, Complete, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"137";"0Y6D0Z3";"Detachment at Left Upper Leg, Low, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"138";"0Y6N0Z4";"Detachment at Left Foot, Complete 1st Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"139";"0Y6F0ZZ";"Detachment at Right Knee Region, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"140";"0Y6N0Z5";"Detachment at Left Foot, Complete 2nd Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"141";"0Y6G0ZZ";"Detachment at Left Knee Region, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"142";"0Y6N0Z6";"Detachment at Left Foot, Complete 3rd Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"143";"0Y6H0Z1";"Detachment at Right Lower Leg, High, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"144";"0Y6N0Z7";"Detachment at Left Foot, Complete 4th Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"145";"0Y6H0Z2";"Detachment at Right Lower Leg, Mid, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"146";"0Y6N0Z8";"Detachment at Left Foot, Complete 5th Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"147";"0Y6H0Z3";"Detachment at Right Lower Leg, Low, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"148";"0Y6N0Z9";"Detachment at Left Foot, Partial 1st Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"149";"0Y6J0Z1";"Detachment at Left Lower Leg, High, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"150";"0Y6N0ZB";"Detachment at Left Foot, Partial 2nd Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"151";"0Y6J0Z2";"Detachment at Left Lower Leg, Mid, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"152";"0Y6N0ZC";"Detachment at Left Foot, Partial 3rd Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"153";"0Y6J0Z3";"Detachment at Left Lower Leg, Low, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"154";"0Y6N0ZD";"Detachment at Left Foot, Partial 4th Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"155";"0Y6M0Z0";"Detachment at Right Foot, Complete, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"156";"0Y6N0ZF";"Detachment at Left Foot, Partial 5th Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"157";"0Y6M0Z4";"Detachment at Right Foot, Complete 1st Ray, Open Approach";"Amputation of lower extremity";"ACSLEAP"
"158";"02C03ZZ";"Extirpation of Matter from 1 Cor Art, Perc Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"159";"02C04Z6";"Extirpate matter from 1 Cor Art, Bifurc, Perc Endo";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"160";"02C04ZZ";"Extirpation of Matter from 1 Cor Art, Perc Endo Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"161";"021008C";"Bypass 1 Cor Art from Thor Art w Zooplastic, Open";"Coronary artery bypass graft (CABG)";"ACSCARP"
"162";"02C10Z6";"Extirpation of Matter from 2 Cor Art, Bifurc, Open Approach";"Other OR heart procedures";"ACSCARP"
"163";"021008F";"Bypass 1 Cor Art from Abd Art with Zooplastic, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"164";"02C10ZZ";"Extirpation of Matter from 2 Cor Art, Open Approach";"Other OR heart procedures";"ACSCARP"
"165";"021008W";"Bypass 1 Cor Art from Aorta with Zooplastic, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"166";"02C13Z6";"Extirpation of Matter from 2 Cor Art, Bifurc, Perc Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"167";"02C13ZZ";"Extirpation of Matter from 2 Cor Art, Perc Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"168";"02C14Z6";"Extirpate matter from 2 Cor Art, Bifurc, Perc Endo";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"169";"02C14ZZ";"Extirpation of Matter from 2 Cor Art, Perc Endo Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"170";"021009C";"Bypass 1 Cor Art from Thor Art with Autol Vn, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"171";"02C20Z6";"Extirpation of Matter from 3 Cor Art, Bifurc, Open Approach";"Other OR heart procedures";"ACSCARP"
"172";"021009F";"Bypass 1 Cor Art from Abd Art with Autol Vn, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"173";"02C20ZZ";"Extirpation of Matter from 3 Cor Art, Open Approach";"Other OR heart procedures";"ACSCARP"
"174";"021009W";"Bypass 1 Cor Art from Aorta with Autol Vn, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"175";"02C23Z6";"Extirpation of Matter from 3 Cor Art, Bifurc, Perc Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"176";"02100A3";"Bypass 1 Cor Art from Cor Art with Autol Art, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"177";"02C23ZZ";"Extirpation of Matter from 3 Cor Art, Perc Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"178";"02100A8";"Bypass 1 Cor Art from R Int Mammary w Autol Art, Open";"Coronary artery bypass graft (CABG)";"ACSCARP"
"179";"02C24Z6";"Extirpate matter from 3 Cor Art, Bifurc, Perc Endo";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"180";"02100A9";"Bypass 1 Cor Art from L Int Mammary w Autol Art, Open";"Coronary artery bypass graft (CABG)";"ACSCARP"
"181";"02C24ZZ";"Extirpation of Matter from 3 Cor Art, Perc Endo Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"182";"02100AC";"Bypass 1 Cor Art from Thor Art with Autol Art, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"183";"02C30Z6";"Extirpation of Matter from 4+ Cor Art, Bifurc, Open Approach";"Other OR heart procedures";"ACSCARP"
"184";"02100AF";"Bypass 1 Cor Art from Abd Art with Autol Art, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"185";"02C30ZZ";"Extirpation of Matter from 4+ Cor Art, Open Approach";"Other OR heart procedures";"ACSCARP"
"186";"02100AW";"Bypass 1 Cor Art from Aorta with Autol Art, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"187";"02C33Z6";"Extirpation of Matter from 4+ Cor Art, Bifurc, Perc Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"188";"02100J3";"Bypass 1 Cor Art from Cor Art with Synth Sub, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"189";"02C33ZZ";"Extirpation of Matter from 4+ Cor Art, Perc Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"190";"02100J8";"Bypass 1 Cor Art from R Int Mammary w Synth Sub, Open";"Coronary artery bypass graft (CABG)";"ACSCARP"
"191";"02C34Z6";"Extirpate matter from 4+ Cor Art, Bifurc, Perc Endo";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"192";"02100J9";"Bypass 1 Cor Art from L Int Mammary w Synth Sub, Open";"Coronary artery bypass graft (CABG)";"ACSCARP"
"193";"02C34ZZ";"Extirpation of Matter from 4+ Cor Art, Perc Endo Approach";"Percutaneous transluminal coronary angioplasty (PTCA) with or without stent placement";"ACSCARP"
"194";"02100JC";"Bypass 1 Cor Art from Thor Art with Synth Sub, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"195";"02C40ZZ";"Extirpation of Matter from Coronary Vein, Open Approach";"Other OR heart procedures";"ACSCARP"
"196";"02100JF";"Bypass 1 Cor Art from Abd Art with Synth Sub, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"197";"02C43ZZ";"Extirpation of Matter from Coronary Vein, Perc Approach";"Other OR heart procedures";"ACSCARP"
"198";"02100JW";"Bypass 1 Cor Art from Aorta with Synth Sub, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"199";"02C44ZZ";"Extirpation of Matter from Coronary Vein, Perc Endo Approach";"Other OR heart procedures";"ACSCARP"
"200";"02100K3";"Bypass 1 Cor Art from Cor Art with Nonaut Sub, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"201";"02C50ZZ";"Extirpation of Matter from Atrial Septum, Open Approach";"Other OR heart procedures";"ACSCARP"
"202";"02100K8";"Bypass 1 Cor Art from R Int Mammary w Nonaut Sub, Open";"Coronary artery bypass graft (CABG)";"ACSCARP"
"203";"02C53ZZ";"Extirpation of Matter from Atrial Septum, Perc Approach";"Other OR heart procedures";"ACSCARP"
"204";"02100K9";"Bypass 1 Cor Art from L Int Mammary w Nonaut Sub, Open";"Coronary artery bypass graft (CABG)";"ACSCARP"
"205";"02C54ZZ";"Extirpation of Matter from Atrial Septum, Perc Endo Approach";"Other OR heart procedures";"ACSCARP"
"206";"02100KC";"Bypass 1 Cor Art from Thor Art w Nonaut Sub, Open";"Coronary artery bypass graft (CABG)";"ACSCARP"
"207";"02C60ZZ";"Extirpation of Matter from Right Atrium, Open Approach";"Other OR heart procedures";"ACSCARP"
"208";"02100KF";"Bypass 1 Cor Art from Abd Art with Nonaut Sub, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"209";"02C64ZZ";"Extirpation of Matter from Right Atrium, Perc Endo Approach";"Other OR heart procedures";"ACSCARP"
"210";"02100KW";"Bypass 1 Cor Art from Aorta with Nonaut Sub, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"211";"02C70ZZ";"Extirpation of Matter from Left Atrium, Open Approach";"Other OR heart procedures";"ACSCARP"
"212";"02100Z3";"Bypass 1 Cor Art from Cor Art, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"213";"02C74ZZ";"Extirpation of Matter from Left Atrium, Perc Endo Approach";"Other OR heart procedures";"ACSCARP"
"214";"02100Z8";"Bypass 1 Cor Art from R Int Mammary, Open Approach";"Coronary artery bypass graft (CABG)";"ACSCARP"
"215";"02C80ZZ";"Extirpate of Matter from Conduction Mechanism, Open Approach";"Other OR heart procedures";"ACSCARP"
